%time,field.bools0.name,field.bools0.value,field.doubles0.name,field.doubles0.value,field.doubles1.name,field.doubles1.value,field.doubles2.name,field.doubles2.value,field.doubles3.name,field.doubles3.value,field.groups0.name,field.groups0.state,field.groups0.id,field.groups0.parent
1583762851049836809,enable_odom_tf,1,left_wheel_radius_multiplier,1.0,right_wheel_radius_multiplier,1.0,wheel_separation_multiplier,1.0,publish_rate,10.0,Default,1,0,0
