%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1583763070358414931,0.0,0.0,0.0,0.0,0.0,0.0
1583763070458486387,0.0,0.0,0.0,0.0,0.0,0.0
1583763070558402291,0.0,0.0,0.0,0.0,0.0,0.0
1583763070658210072,0.0,0.0,0.0,0.0,0.0,0.0
1583763070758230699,0.0,0.0,0.0,0.0,0.0,0.2
1583763070858497703,0.0,0.0,0.0,0.0,0.0,0.2
1583763070958317952,0.0,0.0,0.0,0.0,0.0,0.2
1583763071058440221,0.0,0.0,0.0,0.0,0.0,0.2
1583763071158191594,0.0,0.0,0.0,0.0,0.0,0.2
1583763071258305482,0.0,0.0,0.0,0.0,0.0,0.2
1583763071358281078,0.0,0.0,0.0,0.0,0.0,0.2
1583763071458488605,0.0,0.0,0.0,0.0,0.0,0.2
1583763071558247119,0.0,0.0,0.0,0.0,0.0,0.2
1583763071658471401,0.0,0.0,0.0,0.0,0.0,0.2
1583763071758225744,0.0,0.0,0.0,0.0,0.0,0.2
1583763071858390563,0.0,0.0,0.0,0.0,0.0,0.2
1583763071958219820,0.0,0.0,0.0,0.0,0.0,0.2
1583763072058522280,0.0,0.0,0.0,0.0,0.0,0.2
1583763072158297435,0.0,0.0,0.0,0.0,0.0,0.2
1583763072258396046,0.0,0.0,0.0,0.0,0.0,0.2
1583763072358357989,0.0,0.0,0.0,0.0,0.0,0.2
1583763072458374394,0.0,0.0,0.0,0.0,0.0,0.2
1583763072558248628,0.0,0.0,0.0,0.0,0.0,0.2
1583763072658473940,0.0,0.0,0.0,0.0,0.0,0.2
1583763072758245182,0.0,0.0,0.0,0.0,0.0,0.2
1583763072858395470,0.0,0.0,0.0,0.0,0.0,0.2
1583763072958261010,0.0,0.0,0.0,0.0,0.0,0.2
1583763073058404044,0.0,0.0,0.0,0.0,0.0,0.2
1583763073158269271,0.0,0.0,0.0,0.0,0.0,0.2
1583763073258374240,0.0,0.0,0.0,0.0,0.0,0.2
1583763073358220983,0.0,0.0,0.0,0.0,0.0,0.2
1583763073458515165,0.0,0.0,0.0,0.0,0.0,0.2
1583763073558251101,0.0,0.0,0.0,0.0,0.0,0.2
1583763073658449117,0.0,0.0,0.0,0.0,0.0,0.2
1583763073758466391,0.0,0.0,0.0,0.0,0.0,0.0
1583763073858451899,0.0,0.0,0.0,0.0,0.0,0.0
1583763073958349455,0.0,0.0,0.0,0.0,0.0,0.0
1583763074058448615,0.0,0.0,0.0,0.0,0.0,0.0
1583763074158333194,0.0,0.0,0.0,0.0,0.0,0.0
1583763074258338158,0.0,0.0,0.0,0.0,0.0,0.0
1583763074358299349,0.0,0.0,0.0,0.0,0.0,0.0
1583763074458412705,0.0,0.0,0.0,0.0,0.0,0.0
1583763074558264632,0.0,0.0,0.0,0.0,0.0,0.0
1583763074658455158,0.0,0.0,0.0,0.0,0.0,0.0
1583763074758231453,0.0,0.0,0.0,0.0,0.0,0.0
1583763074858416671,0.0,0.0,0.0,0.0,0.0,0.0
1583763074958308705,0.0,0.0,0.0,0.0,0.0,0.0
1583763075058687808,0.0,0.0,0.0,0.0,0.0,0.0
1583763075158371716,0.0,0.0,0.0,0.0,0.0,0.0
1583763075258511997,0.0,0.0,0.0,0.0,0.0,0.0
1583763075358307154,0.0,0.0,0.0,0.0,0.0,0.0
1583763075458654981,0.0,0.0,0.0,0.0,0.0,0.0
1583763075558352998,0.0,0.0,0.0,0.0,0.0,0.0
1583763075658763774,0.0,0.0,0.0,0.0,0.0,0.0
1583763075758232476,0.0,0.0,0.0,0.0,0.0,0.0
1583763075858619470,0.0,0.0,0.0,0.0,0.0,0.0
1583763075958246645,0.0,0.0,0.0,0.0,0.0,0.0
1583763076058533544,0.0,0.0,0.0,0.0,0.0,0.0
1583763076158268119,0.0,0.0,0.0,0.0,0.0,0.0
1583763076258658579,0.0,0.0,0.0,0.0,0.0,0.0
1583763076358345021,0.0,0.0,0.0,0.0,0.0,0.0
1583763076458781625,0.0,0.0,0.0,0.0,0.0,0.0
1583763076558203254,0.0,0.0,0.0,0.0,0.0,0.0
1583763076658463851,0.0,0.0,0.0,0.0,0.0,0.0
1583763076758344539,0.0,0.0,0.0,0.0,0.0,0.0
1583763076858757032,0.0,0.0,0.0,0.0,0.0,0.0
1583763076958225914,0.0,0.0,0.0,0.0,0.0,0.0
1583763077063171695,0.0,0.0,0.0,0.0,0.0,0.0
1583763077158269703,0.0,0.0,0.0,0.0,0.0,0.0
1583763077258705345,0.0,0.0,0.0,0.0,0.0,0.0
1583763077358296811,0.0,0.0,0.0,0.0,0.0,0.0
1583763077458515937,0.0,0.0,0.0,0.0,0.0,0.0
1583763077558289697,0.0,0.0,0.0,0.0,0.0,0.0
1583763077663502979,0.0,0.0,0.0,0.0,0.0,0.0
1583763077758323135,0.0,0.0,0.0,0.0,0.0,0.0
1583763077858431476,0.0,0.0,0.0,0.0,0.0,0.0
1583763077958242419,0.0,0.0,0.0,0.0,0.0,0.0
1583763078058750370,0.0,0.0,0.0,0.0,0.0,0.0
1583763078158210818,0.0,0.0,0.0,0.0,0.0,0.0
1583763078258551253,0.0,0.0,0.0,0.0,0.0,0.0
1583763078358244743,0.0,0.0,0.0,0.0,0.0,0.0
1583763078458345487,0.0,0.0,0.0,0.0,0.0,0.0
1583763078558328009,0.0,0.0,0.0,0.0,0.0,0.0
1583763078658585737,0.0,0.0,0.0,0.0,0.0,0.0
1583763078758251171,0.0,0.0,0.0,0.0,0.0,0.0
1583763078858736242,0.0,0.0,0.0,0.0,0.0,0.0
1583763078958259833,0.0,0.0,0.0,0.0,0.0,0.0
1583763079058525290,0.0,0.0,0.0,0.0,0.0,0.0
1583763079158257721,0.0,0.0,0.0,0.0,0.0,0.0
1583763079259073114,0.0,0.0,0.0,0.0,0.0,0.0
1583763079358214729,0.0,0.0,0.0,0.0,0.0,0.0
1583763079458607341,0.0,0.0,0.0,0.0,0.0,0.0
1583763079558241291,0.0,0.0,0.0,0.0,0.0,0.0
1583763079659256479,0.0,0.0,0.0,0.0,0.0,0.0
1583763079758259944,0.0,0.0,0.0,0.0,0.0,0.0
1583763079858492719,0.0,0.0,0.0,0.0,0.0,0.0
1583763079958194485,0.0,0.0,0.0,0.0,0.0,0.0
1583763080058642568,0.0,0.0,0.0,0.0,0.0,0.0
1583763080158199595,0.0,0.0,0.0,0.0,0.0,0.0
1583763080258525575,0.0,0.0,0.0,0.0,0.0,0.0
1583763080358254022,0.0,0.0,0.0,0.0,0.0,0.0
1583763080458702765,0.0,0.0,0.0,0.0,0.0,0.0
1583763080558387079,0.0,0.0,0.0,0.0,0.0,0.0
1583763080658605918,0.0,0.0,0.0,0.0,0.0,0.0
1583763080758190749,0.0,0.0,0.0,0.0,0.0,0.0
1583763080858527663,0.0,0.0,0.0,0.0,0.0,0.0
1583763080958323602,0.0,0.0,0.0,0.0,0.0,0.0
1583763081058512866,0.0,0.0,0.0,0.0,0.0,0.0
1583763081158240488,0.0,0.0,0.0,0.0,0.0,0.0
1583763081258896994,0.0,0.0,0.0,0.0,0.0,0.0
1583763081358219694,0.0,0.0,0.0,0.0,0.0,0.0
1583763081458434585,0.0,0.0,0.0,0.0,0.0,0.0
1583763081558202910,0.0,0.0,0.0,0.0,0.0,0.0
1583763081658622399,0.0,0.0,0.0,0.0,0.0,0.0
1583763081758170970,0.0,0.0,0.0,0.0,0.0,0.0
1583763081858445902,0.0,0.0,0.0,0.0,0.0,0.0
1583763081958163458,0.0,0.0,0.0,0.0,0.0,0.0
1583763082058518746,0.0,0.0,0.0,0.0,0.0,0.0
1583763082158230217,0.0,0.0,0.0,0.0,0.0,0.0
1583763082258942338,0.0,0.0,0.0,0.0,0.0,0.0
1583763082358228981,0.0,0.0,0.0,0.0,0.0,0.0
1583763082458566432,0.0,0.0,0.0,0.0,0.0,0.0
1583763082558311365,0.0,0.0,0.0,0.0,0.0,0.0
1583763082658824462,0.0,0.0,0.0,0.0,0.0,0.0
1583763082758256504,0.0,0.0,0.0,0.0,0.0,0.0
1583763082859190159,0.0,0.0,0.0,0.0,0.0,0.0
1583763082958287854,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083058376075,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083158242645,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083258608765,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083358226843,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083458365684,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083558185189,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083658605056,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083758244277,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083858431335,0.0,0.0,0.0,0.0,0.0,-0.2
1583763083958172731,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084058574305,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084158316441,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084258412871,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084358198504,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084458370931,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084558240089,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084658383294,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084758187856,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084858487763,0.0,0.0,0.0,0.0,0.0,-0.2
1583763084958227314,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085058436897,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085158168704,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085258417045,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085358242126,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085458421349,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085558613333,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085658371940,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085758323736,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085858379539,0.0,0.0,0.0,0.0,0.0,-0.2
1583763085958242786,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086058449289,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086158270389,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086258444419,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086358265146,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086458441155,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086558235539,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086663965357,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086758308935,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086858736211,0.0,0.0,0.0,0.0,0.0,-0.2
1583763086958399761,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087059496533,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087158198201,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087258412334,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087358240895,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087458489662,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087558222242,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087658379987,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087758330767,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087858459670,0.0,0.0,0.0,0.0,0.0,-0.2
1583763087958384563,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088058474804,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088158205445,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088258419390,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088358186019,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088458431966,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088558218566,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088658365246,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088758367584,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088858479848,0.0,0.0,0.0,0.0,0.0,-0.2
1583763088958191751,0.0,0.0,0.0,0.0,0.0,-0.2
1583763089058486154,0.0,0.0,0.0,0.0,0.0,-0.2
1583763089158416575,0.0,0.0,0.0,0.0,0.0,0.0
1583763089258438652,0.0,0.0,0.0,0.0,0.0,0.0
1583763089358251879,0.0,0.0,0.0,0.0,0.0,0.0
1583763089458345228,0.0,0.0,0.0,0.0,0.0,0.0
1583763089558435982,0.0,0.0,0.0,0.0,0.0,0.0
1583763089658382296,0.0,0.0,0.0,0.0,0.0,0.0
1583763089758256013,0.0,0.0,0.0,0.0,0.0,0.0
1583763089858393479,0.0,0.0,0.0,0.0,0.0,0.0
1583763089958247975,0.0,0.0,0.0,0.0,0.0,0.0
1583763090058457725,0.0,0.0,0.0,0.0,0.0,0.0
1583763090158221546,0.0,0.0,0.0,0.0,0.0,0.0
1583763090258374293,0.0,0.0,0.0,0.0,0.0,0.0
1583763090358329612,0.0,0.0,0.0,0.0,0.0,0.0
1583763090458756531,0.0,0.0,0.0,0.0,0.0,0.0
1583763090558313428,0.0,0.0,0.0,0.0,0.0,0.0
1583763090658742524,0.0,0.0,0.0,0.0,0.0,0.0
1583763090758272730,0.0,0.0,0.0,0.0,0.0,0.0
1583763090858664147,0.0,0.0,0.0,0.0,0.0,0.0
1583763090958225075,0.0,0.0,0.0,0.0,0.0,0.0
1583763091058658255,0.0,0.0,0.0,0.0,0.0,0.0
1583763091158228467,0.0,0.0,0.0,0.0,0.0,0.0
1583763091258552783,0.0,0.0,0.0,0.0,0.0,0.0
1583763091358274148,0.0,0.0,0.0,0.0,0.0,0.0
1583763091458557649,0.0,0.0,0.0,0.0,0.0,0.0
1583763091558227480,0.0,0.0,0.0,0.0,0.0,0.0
1583763091658816406,0.0,0.0,0.0,0.0,0.0,0.0
1583763091758298143,0.0,0.0,0.0,0.0,0.0,0.0
1583763091858791055,0.0,0.0,0.0,0.0,0.0,0.0
1583763091958282193,0.0,0.0,0.0,0.0,0.0,0.0
1583763092058694744,0.0,0.0,0.0,0.0,0.0,0.0
1583763092158256954,0.0,0.0,0.0,0.0,0.0,0.0
1583763092258736984,0.0,0.0,0.0,0.0,0.0,0.0
1583763092358391657,0.0,0.0,0.0,0.0,0.0,0.0
1583763092458616308,0.0,0.0,0.0,0.0,0.0,0.0
1583763092558257189,0.0,0.0,0.0,0.0,0.0,0.0
1583763092658569532,0.0,0.0,0.0,0.0,0.0,0.0
1583763092758210454,0.0,0.0,0.0,0.0,0.0,0.0
1583763092858973595,0.0,0.0,0.0,0.0,0.0,0.0
1583763092958280023,0.0,0.0,0.0,0.0,0.0,0.0
1583763093058663408,0.0,0.0,0.0,0.0,0.0,0.0
1583763093158301933,0.0,0.0,0.0,0.0,0.0,0.0
1583763093258699959,0.0,0.0,0.0,0.0,0.0,0.0
1583763093358353025,0.0,0.0,0.0,0.0,0.0,0.0
1583763093458459287,0.0,0.0,0.0,0.0,0.0,0.0
1583763093558249088,0.0,0.0,0.0,0.0,0.0,0.0
1583763093658524213,0.0,0.0,0.0,0.0,0.0,0.0
1583763093758244077,0.0,0.0,0.0,0.0,0.0,0.0
1583763093858722727,0.0,0.0,0.0,0.0,0.0,0.0
1583763093958310886,0.0,0.0,0.0,0.0,0.0,0.0
1583763094058651352,0.0,0.0,0.0,0.0,0.0,0.0
1583763094158202053,0.0,0.0,0.0,0.0,0.0,0.0
1583763094258517244,0.0,0.0,0.0,0.0,0.0,0.0
1583763094358323493,0.0,0.0,0.0,0.0,0.0,0.0
1583763094458874233,0.0,0.0,0.0,0.0,0.0,0.0
1583763094558257936,0.0,0.0,0.0,0.0,0.0,0.0
1583763094658453521,0.0,0.0,0.0,0.0,0.0,0.0
1583763094758267843,0.0,0.0,0.0,0.0,0.0,0.0
1583763094858862223,0.0,0.0,0.0,0.0,0.0,0.0
1583763094958278299,0.0,0.0,0.0,0.0,0.0,0.0
1583763095058597267,0.0,0.0,0.0,0.0,0.0,0.0
1583763095158274445,0.0,0.0,0.0,0.0,0.0,0.0
1583763095258512179,0.0,0.0,0.0,0.0,0.0,0.0
1583763095358192079,0.0,0.0,0.0,0.0,0.0,0.0
1583763095458602168,0.0,0.0,0.0,0.0,0.0,0.0
1583763095558271398,0.0,0.0,0.0,0.0,0.0,0.0
1583763095658743904,0.0,0.0,0.0,0.0,0.0,0.0
1583763095758335782,0.0,0.0,0.0,0.0,0.0,0.0
1583763095858578901,0.0,0.0,0.0,0.0,0.0,0.0
1583763095958296062,0.0,0.0,0.0,0.0,0.0,0.0
1583763096058674080,0.0,0.0,0.0,0.0,0.0,0.0
1583763096158213545,0.0,0.0,0.0,0.0,0.0,0.0
1583763096258529916,0.0,0.0,0.0,0.0,0.0,0.0
1583763096358169371,0.0,0.0,0.0,0.0,0.0,0.0
1583763096458904304,0.0,0.0,0.0,0.0,0.0,0.0
1583763096558282757,0.0,0.0,0.0,0.0,0.0,0.0
1583763096658936981,0.0,0.0,0.0,0.0,0.0,0.0
1583763096758303711,0.0,0.0,0.0,0.0,0.0,0.0
1583763096858598298,0.0,0.0,0.0,0.0,0.0,0.0
1583763096958276847,0.0,0.0,0.0,0.0,0.0,0.0
1583763097058611479,0.0,0.0,0.0,0.0,0.0,0.0
1583763097158300452,0.0,0.0,0.0,0.0,0.0,0.0
1583763097258829069,0.0,0.0,0.0,0.0,0.0,0.0
1583763097358223206,0.0,0.0,0.0,0.0,0.0,0.0
1583763097458567008,0.0,0.0,0.0,0.0,0.0,0.0
1583763097558564672,0.0,0.0,0.0,0.0,0.0,0.0
1583763097658620223,0.0,0.0,0.0,0.0,0.0,0.0
1583763097758358806,0.0,0.0,0.0,0.0,0.0,0.0
1583763097858589047,0.0,0.0,0.0,0.0,0.0,0.0
1583763097958292885,0.0,0.0,0.0,0.0,0.0,0.0
1583763098058644972,0.0,0.0,0.0,0.0,0.0,0.0
1583763098158247829,0.0,0.0,0.0,0.0,0.0,0.0
1583763098258442762,0.0,0.0,0.0,0.0,0.0,0.2
1583763098358288584,0.0,0.0,0.0,0.0,0.0,0.2
1583763098458387291,0.0,0.0,0.0,0.0,0.0,0.2
1583763098558291645,0.0,0.0,0.0,0.0,0.0,0.2
1583763098658485906,0.0,0.0,0.0,0.0,0.0,0.2
1583763098758240297,0.0,0.0,0.0,0.0,0.0,0.2
1583763098858425100,0.0,0.0,0.0,0.0,0.0,0.2
1583763098958161081,0.0,0.0,0.0,0.0,0.0,0.2
1583763099058472001,0.0,0.0,0.0,0.0,0.0,0.2
1583763099158217679,0.0,0.0,0.0,0.0,0.0,0.2
1583763099258313859,0.0,0.0,0.0,0.0,0.0,0.2
1583763099358351534,0.0,0.0,0.0,0.0,0.0,0.2
1583763099458400966,0.0,0.0,0.0,0.0,0.0,0.2
1583763099558156510,0.0,0.0,0.0,0.0,0.0,0.2
1583763099658434158,0.0,0.0,0.0,0.0,0.0,0.2
1583763099758331702,0.0,0.0,0.0,0.0,0.0,0.2
1583763099858473061,0.0,0.0,0.0,0.0,0.0,0.2
1583763099958242310,0.0,0.0,0.0,0.0,0.0,0.2
1583763100058437774,0.0,0.0,0.0,0.0,0.0,0.2
1583763100158237873,0.0,0.0,0.0,0.0,0.0,0.2
1583763100258429680,0.0,0.0,0.0,0.0,0.0,0.2
1583763100358255342,0.0,0.0,0.0,0.0,0.0,0.2
1583763100458452283,0.0,0.0,0.0,0.0,0.0,0.2
1583763100558193154,0.0,0.0,0.0,0.0,0.0,0.2
1583763100658344288,0.0,0.0,0.0,0.0,0.0,0.2
1583763100758299777,0.0,0.0,0.0,0.0,0.0,0.2
1583763100858515570,0.0,0.0,0.0,0.0,0.0,0.2
1583763100958225668,0.0,0.0,0.0,0.0,0.0,0.2
1583763101058382564,0.0,0.0,0.0,0.0,0.0,0.2
1583763101158319430,0.0,0.0,0.0,0.0,0.0,0.2
1583763101258201580,0.0,0.0,0.0,0.0,0.0,0.2
1583763101358192225,0.0,0.0,0.0,0.0,0.0,0.0
1583763101458437304,0.0,0.0,0.0,0.0,0.0,0.0
1583763101558220938,0.0,0.0,0.0,0.0,0.0,0.0
1583763101658399060,0.0,0.0,0.0,0.0,0.0,0.0
1583763101758240525,0.0,0.0,0.0,0.0,0.0,0.0
1583763101858401139,0.0,0.0,0.0,0.0,0.0,0.0
1583763101958386852,0.0,0.0,0.0,0.0,0.0,0.0
1583763102058360645,0.0,0.0,0.0,0.0,0.0,0.0
1583763102158303510,0.0,0.0,0.0,0.0,0.0,0.0
1583763102260527628,0.0,0.0,0.0,0.0,0.0,0.0
1583763102358234392,0.0,0.0,0.0,0.0,0.0,0.0
1583763102458415034,0.0,0.0,0.0,0.0,0.0,0.0
1583763102558318428,0.0,0.0,0.0,0.0,0.0,0.0
1583763102658439356,0.0,0.0,0.0,0.0,0.0,0.0
1583763102758262889,0.0,0.0,0.0,0.0,0.0,0.0
1583763102858272749,0.0,0.0,0.0,0.0,0.0,0.0
1583763102958261423,0.0,0.0,0.0,0.0,0.0,0.0
1583763103058458033,0.0,0.0,0.0,0.0,0.0,0.0
1583763103158227292,0.0,0.0,0.0,0.0,0.0,0.0
1583763103258455295,0.0,0.0,0.0,0.0,0.0,0.0
1583763103358234699,0.0,0.0,0.0,0.0,0.0,0.0
1583763103458423655,0.0,0.0,0.0,0.0,0.0,0.0
1583763103558280991,0.0,0.0,0.0,0.0,0.0,0.0
1583763103658494952,0.0,0.0,0.0,0.0,0.0,0.0
1583763103758219020,0.0,0.0,0.0,0.0,0.0,0.0
1583763103858438420,0.0,0.0,0.0,0.0,0.0,0.0
1583763103958264775,0.0,0.0,0.0,0.0,0.0,0.0
1583763104058435907,0.0,0.0,0.0,0.0,0.0,0.0
1583763104158337008,0.0,0.0,0.0,0.0,0.0,0.0
1583763104258701154,0.0,0.0,0.0,0.0,0.0,0.0
1583763104358259625,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104458437556,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104558187764,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104658481987,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104758321710,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104858384525,-0.2,0.0,0.0,0.0,0.0,0.0
1583763104958218265,-0.2,0.0,0.0,0.0,0.0,0.0
1583763105058489782,-0.2,0.0,0.0,0.0,0.0,0.0
1583763105158285046,-0.2,0.0,0.0,0.0,0.0,0.0
1583763105258486677,-0.2,0.0,0.0,0.0,0.0,0.0
