%time,field.doubles0.name,field.doubles0.value,field.doubles1.name,field.doubles1.value,field.doubles2.name,field.doubles2.value,field.doubles3.name,field.doubles3.value,field.groups0.name,field.groups0.state,field.groups0.id,field.groups0.parent
1583763060408014906,theta_imu_factor,0.0,y_factor,0.0,theta_encoder_factor,0.0,x_factor,0.0,Default,1,0,0
