%time,field.data
1583763060241563347,6.71373799198e+22
1583763060241628728,6.71373799198e+22
1583763060241689129,6.71373799198e+22
1583763060241761887,6.71373799198e+22
1583763060241843502,6.71373799198e+22
1583763060241909410,6.71373799198e+22
1583763060242040665,6.71373799198e+22
1583763060242154869,6.71373799198e+22
1583763060242979410,6.71373799198e+22
1583763060243155232,6.71373799198e+22
1583763060243307568,6.71373799198e+22
1583763060243371902,6.71373799198e+22
1583763060243569262,6.71373799198e+22
1583763060243642197,6.71373799198e+22
1583763060243725762,6.71373799198e+22
1583763060243953605,6.71373799198e+22
1583763060244006729,6.71373799198e+22
1583763060244062517,6.71373799198e+22
1583763060244147418,6.71373799198e+22
1583763060244207339,6.71373799198e+22
1583763060296730820,6.71373799198e+22
1583763060397083545,6.71373799198e+22
1583763060496984273,6.71373799198e+22
1583763060597097052,6.71373799198e+22
1583763060696610307,6.71373799198e+22
1583763060796881443,6.71373799198e+22
1583763060896736730,6.71373799198e+22
1583763060997321175,6.71373799198e+22
1583763061096708657,6.71373799198e+22
1583763061197132475,6.71373799198e+22
1583763061296575083,6.71373799198e+22
1583763061397054778,6.71373799198e+22
1583763061496667850,6.71373799198e+22
1583763061596889157,6.71373799198e+22
1583763061696544243,6.71373799198e+22
1583763061797111108,6.71373799198e+22
1583763061896684227,6.71373799198e+22
1583763061997690980,6.71373799198e+22
1583763062097006520,6.71373799198e+22
1583763062197078534,6.71373799198e+22
1583763062296875837,6.71373799198e+22
1583763062397189162,6.71373799198e+22
1583763062496667735,6.71373799198e+22
1583763062597039957,6.71373799198e+22
1583763062696659260,6.71373799198e+22
1583763062797052138,6.71373799198e+22
1583763062896908609,6.71373799198e+22
1583763062997008250,6.71373799198e+22
1583763063097313324,6.71373799198e+22
1583763063196637703,6.71373799198e+22
1583763063296773780,6.71373799198e+22
1583763063398128758,6.71373799198e+22
1583763063496550688,6.71373799198e+22
1583763063596762620,6.71373799198e+22
1583763063696646043,6.71373799198e+22
1583763063796921775,6.71373799198e+22
1583763063896697608,6.71373799198e+22
1583763063996815315,6.71373799198e+22
1583763064096705340,6.71373799198e+22
1583763064197587533,6.71373799198e+22
1583763064296646879,6.71373799198e+22
1583763064397030450,6.71373799198e+22
1583763064496671106,6.71373799198e+22
1583763064596874404,6.71373799198e+22
1583763064696639862,6.71373799198e+22
1583763064797191174,6.71373799198e+22
1583763064896618410,6.71373799198e+22
1583763064997553176,6.71373799198e+22
1583763065096563037,6.71373799198e+22
1583763065196893614,6.71373799198e+22
1583763065296724381,6.71373799198e+22
1583763065397061846,6.71373799198e+22
1583763065496728543,6.71373799198e+22
1583763065596946035,6.71373799198e+22
1583763065696719374,6.71373799198e+22
1583763065797203982,6.71373799198e+22
1583763065896840482,6.71373799198e+22
1583763065997780711,6.71373799198e+22
1583763066096701046,6.71373799198e+22
1583763066197159323,6.71373799198e+22
1583763066296754611,6.71373799198e+22
1583763066396976803,6.71373799198e+22
1583763066496590360,6.71373799198e+22
1583763066598621620,6.71373799198e+22
1583763066696534296,6.71373799198e+22
1583763066797054768,6.71373799198e+22
1583763066896703513,6.71373799198e+22
1583763066998362354,6.71373799198e+22
1583763067096538564,6.71373799198e+22
1583763067197271017,6.71373799198e+22
1583763067296713615,6.71373799198e+22
1583763067396725701,6.71373799198e+22
1583763067496658380,6.71373799198e+22
1583763067596877910,6.71373799198e+22
1583763067696606632,6.71373799198e+22
1583763067798107311,6.71373799198e+22
1583763067896540764,6.71373799198e+22
1583763067997177005,6.71373799198e+22
1583763068097635379,6.71373799198e+22
1583763068196869451,6.71373799198e+22
1583763068296678027,6.71373799198e+22
1583763068396831822,6.71373799198e+22
1583763068496959152,6.71373799198e+22
1583763068597239980,6.71373799198e+22
1583763068696607745,6.71373799198e+22
1583763068797538576,6.71373799198e+22
1583763068897079263,6.71373799198e+22
1583763068996792880,6.71373799198e+22
1583763069096921785,6.71373799198e+22
1583763069196867444,6.71373799198e+22
1583763069296588157,6.71373799198e+22
1583763069396909538,6.71373799198e+22
1583763069496593866,6.71373799198e+22
1583763069598896914,6.71373799198e+22
1583763069696639849,6.71373799198e+22
1583763069797254249,6.71373799198e+22
1583763069896734334,6.71373799198e+22
1583763069997070792,6.71373799198e+22
1583763070096682517,6.71373799198e+22
1583763070197002694,6.71373799198e+22
1583763070296808133,6.71373799198e+22
1583763070396971970,6.71373799198e+22
1583763070496562050,6.71373799198e+22
1583763070597108116,6.71373799198e+22
1583763070696550934,6.71373799198e+22
1583763070797312268,6.71373799198e+22
1583763070896570166,6.71373799198e+22
1583763070997152509,6.71373799198e+22
1583763071096770636,6.71373799198e+22
1583763071197075026,6.71373799198e+22
1583763071296682631,6.71373799198e+22
1583763071397136153,6.71373799198e+22
1583763071496632394,6.71373799198e+22
1583763071597267934,6.71373799198e+22
1583763071696579416,6.71373799198e+22
1583763071797155340,6.71373799198e+22
1583763071896695229,6.71373799198e+22
1583763071997111059,6.71373799198e+22
1583763072097033127,6.71373799198e+22
1583763072196972704,6.71373799198e+22
1583763072296752080,6.71373799198e+22
1583763072397210059,6.71373799198e+22
1583763072496620056,6.71373799198e+22
1583763072597074855,6.71373799198e+22
1583763072696572941,6.71373799198e+22
1583763072797772056,6.71373799198e+22
1583763072896732159,6.71373799198e+22
1583763072997210018,6.71373799198e+22
1583763073096596008,6.71373799198e+22
1583763073197286469,6.71373799198e+22
1583763073296851695,6.71373799198e+22
1583763073397080217,6.71373799198e+22
1583763073496773993,6.71373799198e+22
1583763073597094359,6.71373799198e+22
1583763073696580995,6.71373799198e+22
1583763073797109697,6.71373799198e+22
1583763073896595604,6.71373799198e+22
1583763073997432624,6.71373799198e+22
1583763074096585782,6.71373799198e+22
1583763074197024666,6.71373799198e+22
1583763074296619386,6.71373799198e+22
1583763074396860145,6.71373799198e+22
1583763074496675417,6.71373799198e+22
1583763074596825604,6.71373799198e+22
1583763074696781662,6.71373799198e+22
1583763074797332726,6.71373799198e+22
1583763074896708119,6.71373799198e+22
1583763074996982606,6.71373799198e+22
1583763075096618432,6.71373799198e+22
1583763075196895555,6.71373799198e+22
1583763075296716449,6.71373799198e+22
1583763075397171624,6.71373799198e+22
1583763075496771813,6.71373799198e+22
1583763075596950199,6.71373799198e+22
1583763075696540265,6.71373799198e+22
1583763075797809836,6.71373799198e+22
1583763075896867947,6.71373799198e+22
1583763075997163844,6.71373799198e+22
1583763076096610012,6.71373799198e+22
1583763076197327791,6.71373799198e+22
1583763076296642932,6.71373799198e+22
1583763076397113609,6.71373799198e+22
1583763076496765455,6.71373799198e+22
1583763076597252916,6.71373799198e+22
1583763076696546847,6.71373799198e+22
1583763076797032923,6.71373799198e+22
1583763076896693667,6.71373799198e+22
1583763076997058732,6.71373799198e+22
1583763077096502183,6.71373799198e+22
1583763077196938028,6.71373799198e+22
1583763077296514255,6.71373799198e+22
1583763077397096032,6.71373799198e+22
1583763077496571550,6.71373799198e+22
1583763077597269063,6.71373799198e+22
1583763077696507861,6.71373799198e+22
1583763077798107987,6.71373799198e+22
1583763077896538201,6.71373799198e+22
1583763077997099740,6.71373799198e+22
1583763078096615317,6.71373799198e+22
1583763078197158554,6.71373799198e+22
1583763078296626701,6.71373799198e+22
1583763078397054663,6.71373799198e+22
1583763078496491631,6.71373799198e+22
1583763078597237881,6.71373799198e+22
1583763078696828275,6.71373799198e+22
1583763078798508196,6.71373799198e+22
1583763078896560999,6.71373799198e+22
1583763078997476309,6.71373799198e+22
1583763079096616785,6.71373799198e+22
1583763079197130624,6.71373799198e+22
1583763079296576161,6.71373799198e+22
1583763079397060077,6.71373799198e+22
1583763079496494131,6.71373799198e+22
1583763079597243097,6.71373799198e+22
1583763079696491707,6.71373799198e+22
1583763079797801241,6.71373799198e+22
1583763079896504125,6.71373799198e+22
1583763079997332243,6.71373799198e+22
1583763080096661184,6.71373799198e+22
1583763080197785342,6.71373799198e+22
1583763080296506356,6.71373799198e+22
1583763080397095317,6.71373799198e+22
1583763080496485713,6.71373799198e+22
1583763080597073630,6.71373799198e+22
1583763080696596680,6.71373799198e+22
1583763080797373474,6.71373799198e+22
1583763080896576525,6.71373799198e+22
1583763080996909558,6.71373799198e+22
1583763081096654101,6.71373799198e+22
1583763081197049459,6.71373799198e+22
1583763081296812816,6.71373799198e+22
1583763081397485499,6.71373799198e+22
1583763081496534904,6.71373799198e+22
1583763081597043657,6.71373799198e+22
1583763081696846104,6.71373799198e+22
1583763081797087521,6.71373799198e+22
1583763081896744269,6.71373799198e+22
1583763081996834361,6.71373799198e+22
1583763082096664274,6.71373799198e+22
1583763082197057285,6.71373799198e+22
1583763082296508373,6.71373799198e+22
1583763082397693535,6.71373799198e+22
1583763082496752512,6.71373799198e+22
1583763082597324104,6.71373799198e+22
1583763082697081095,6.71373799198e+22
1583763082797324987,6.71373799198e+22
1583763082896653677,6.71373799198e+22
1583763082997521019,6.71373799198e+22
1583763083096592346,6.71373799198e+22
1583763083197041778,6.71373799198e+22
1583763083296680115,6.71373799198e+22
1583763083396961012,6.71373799198e+22
1583763083496778900,6.71373799198e+22
1583763083596836905,6.71373799198e+22
1583763083696726361,6.71373799198e+22
1583763083797173332,6.71373799198e+22
1583763083896692105,6.71373799198e+22
1583763083997319692,6.71373799198e+22
1583763084096726018,6.71373799198e+22
1583763084196953195,6.71373799198e+22
1583763084296673717,6.71373799198e+22
1583763084397937072,6.71373799198e+22
