%time,field.groups0.name,field.groups0.type,field.groups0.parameters0.name,field.groups0.parameters0.type,field.groups0.parameters0.level,field.groups0.parameters0.description,field.groups0.parameters0.edit_method,field.groups0.parameters1.name,field.groups0.parameters1.type,field.groups0.parameters1.level,field.groups0.parameters1.description,field.groups0.parameters1.edit_method,field.groups0.parameters2.name,field.groups0.parameters2.type,field.groups0.parameters2.level,field.groups0.parameters2.description,field.groups0.parameters2.edit_method,field.groups0.parameters3.name,field.groups0.parameters3.type,field.groups0.parameters3.level,field.groups0.parameters3.description,field.groups0.parameters3.edit_method,field.groups0.parent,field.groups0.id,field.max.doubles0.name,field.max.doubles0.value,field.max.doubles1.name,field.max.doubles1.value,field.max.doubles2.name,field.max.doubles2.value,field.max.doubles3.name,field.max.doubles3.value,field.min.doubles0.name,field.min.doubles0.value,field.min.doubles1.name,field.min.doubles1.value,field.min.doubles2.name,field.min.doubles2.value,field.min.doubles3.name,field.min.doubles3.value,field.dflt.doubles0.name,field.dflt.doubles0.value,field.dflt.doubles1.name,field.dflt.doubles1.value,field.dflt.doubles2.name,field.dflt.doubles2.value,field.dflt.doubles3.name,field.dflt.doubles3.value
1583763060239578500,Default,,x_factor,double,0,A Double Parameter,,y_factor,double,0,A Double parameter,,theta_encoder_factor,double,0,A Double Parameter,,theta_imu_factor,double,0,A Double Parameter,,0,0,theta_encoder_factor,5.0,x_factor,5.0,theta_imu_factor,5.0,y_factor,5.0,theta_encoder_factor,-5.0,x_factor,-5.0,theta_imu_factor,-5.0,y_factor,-5.0,theta_encoder_factor,0.0,x_factor,0.0,theta_imu_factor,0.0,y_factor,0.0
