%time,field.ints0.name,field.ints0.value,field.ints1.name,field.ints1.value,field.strs0.name,field.strs0.value,field.strs1.name,field.strs1.value,field.doubles0.name,field.doubles0.value,field.doubles1.name,field.doubles1.value,field.doubles2.name,field.doubles2.value,field.groups0.name,field.groups0.state,field.groups0.id,field.groups0.parent
1583763060237957851,cluster,1,skip,0,tf_prefix,,frame_id,hokuyo1,time_offset,0.0,angle_min,-1.09219432097,angle_max,1.09219432097,Default,1,0,0
